timestamp,label,shoulder_pitch,shoulder_roll,shoulder_gyro,upper_arm_pitch,upper_arm_roll,upper_arm_gyro,forearm_pitch,forearm_roll,forearm_gyro,fused_angle
1775129730.584,too_deep,-46.126,-153.501,140.065,-64.355,16.957,22.495,70.381,125.216,64.445,126.09
1775129741.883,too_shallow,-73.513,166.738,146.268,-52.885,-164.419,23.548,44.871,17.263,60.53,122.18
1775129743.45,too_shallow,-75.47,-133.684,146.321,-55.748,-173.812,22.445,37.783,22.893,59.72,52.23
1775129745.0245,too_shallow,-75.706,-136.191,148.3,-56.747,-177.454,21.647,35.261,23.526,59.713,44.14
1775129746.5935,too_shallow,-75.444,-133.963,146.942,-53.462,-176.38,21.549,34.207,24.77,57.512,43.66
1775129748.2562,too_shallow,-76.769,-123.209,147.114,-55.027,-178.911,23.682,32.529,22.553,54.836,39.84
1775129749.8238,too_shallow,-73.642,-118.645,140.121,-54.895,-178.765,21.693,31.657,25.226,57.508,38.64
1775129751.402,too_shallow,-77.511,-133.755,138.836,-55.467,177.011,22.18,28.977,25.066,62.673,40.24
1775129752.9688,too_shallow,-72.125,-136.64,138.64,-54.879,177.113,22.177,29.803,26.581,63.063,40.77
1775129754.6232,too_shallow,-73.633,-123.166,139.425,-52.788,179.89,22.724,30.959,22.642,65.098,39.24
1775129756.1886,too_shallow,-74.863,-122.679,140.246,-52.36,178.402,21.081,29.546,23.788,66.67,38.92
1775129757.7533,too_shallow,-73.836,-121.726,140.892,-52.888,178.897,20.706,29.731,24.11,67.337,38.71
1775129759.3177,too_shallow,-74.584,-128.226,140.785,-51.716,177.67,21.502,29.157,22.01,61.613,38.69
1775129760.9743,too_shallow,-73.821,-119.539,140.553,-53.655,176.667,22.124,30.325,26.745,61.995,37.77
1775129762.5408,too_shallow,-73.908,-127.249,139.949,-53.195,176.216,21.631,30.611,21.134,63.357,38.26
1775129764.1065,too_shallow,-74.751,-120.779,139.574,-53.641,173.402,22.438,26.574,24.569,63.735,37.36
1775129765.6738,too_shallow,-73.209,-119.927,139.744,-51.822,178.271,22.127,26.511,24.062,63.26,37.41
1775129767.3094,too_shallow,-73.97,-125.234,140.143,-53.032,176.362,22.592,29.001,23.393,62.476,37.57
1775129768.8861,too_shallow,-76.053,-126.722,138.816,-53.119,174.588,21.265,28.076,25.146,62.486,37.43
1775129770.4578,too_shallow,-74.211,-127.709,138.875,-51.929,176.497,21.228,26.327,27.113,62.187,37.76
1775129777.7351,too_shallow,-78.299,160.774,146.455,-51.399,-174.788,22.537,39.721,18.051,61.643,37.21
1775129779.3129,too_shallow,-74.846,-139.91,146.598,-58.254,178.474,22.923,34.112,21.729,61.139,44.79
1775129780.8905,too_shallow,-79.675,-117.284,147.14,-51.903,-178.52,20.96,30.684,21.467,61.388,44.21
1775129782.4649,too_shallow,-77.458,-122.273,149.073,-54.211,178.357,21.496,29.113,24.902,60.491,41.27
1775129784.1184,too_shallow,-78.38,-133.75,149.749,-52.618,177.533,22.521,28.001,27.66,58.04,40.56
1775129785.6919,too_shallow,-76.711,-124.512,141.736,-53.241,177.451,19.858,28.19,26.088,58.628,40.2
1775129787.2649,too_shallow,-76.354,-121.352,141.06,-52.266,172.492,21.53,26.29,29.255,60.291,40.12
1775129788.8337,too_shallow,-75.162,-126.366,140.198,-50.515,176.416,21.739,26.225,23.611,61.545,39.24
1775129790.4808,too_shallow,-76.855,-131.723,140.194,-50.968,178.563,22.879,26.656,22.973,62.5,37.02
1775129792.0597,too_shallow,-78.786,-135.249,139.186,-50.064,178.575,21.591,25.672,21.363,62.979,36.05
1775129793.6262,too_shallow,-79.12,-134.898,140.627,-51.244,173.147,22.554,24.731,26.231,62.974,35.73
1775129795.1925,too_shallow,-76.229,-130.545,140.757,-55.894,175.925,21.24,29.826,25.271,63.349,35.49
1775129796.8368,too_shallow,-74.99,-136.99,141.577,-54.89,176.837,23.049,28.074,26.589,62.94,39.09
1775129798.4108,too_shallow,-74.939,-130.973,140.794,-52.848,176.079,21.671,27.872,26.01,62.559,39.37
1775129799.9764,too_shallow,-72.945,-123.308,140.394,-51.778,173.555,21.579,26.563,23.137,62.725,39.28
1775129801.5546,too_shallow,-75.764,-124.748,138.823,-49.781,177.029,21.411,25.658,22.777,62.181,37.25
1775129803.1993,too_shallow,-76.861,-128.181,138.538,-50.459,176.016,22.518,25.184,22.354,60.475,35.69
1775129804.7654,too_shallow,-75.741,-130.945,138.371,-51.463,171.418,20.293,25.629,26.155,60.116,34.97
1775129806.3394,too_shallow,-74.397,-123.425,137.929,-49.259,174.347,19.911,25.069,25.711,60.775,35.08
1775129811.9422,too_shallow,-61.201,155.876,141.899,-49.146,-156.747,25.398,25.987,13.592,62.483,35.68
1775129813.5205,too_shallow,-82.722,-142.812,144.597,-49.56,-176.458,24.772,33.545,18.921,63.093,34.92
1775129815.0984,too_shallow,-74.162,-135.35,145.139,-54.396,-177.739,24.191,30.599,21.421,64.347,36.37
1775129816.7409,too_shallow,-75.848,-134.921,144.052,-53.355,-178.801,24.268,31.443,18.113,63.622,35.93
1775129818.3161,too_shallow,-77.74,-138.032,143.661,-49.222,-174.064,24.662,29.211,17.276,65.402,35.75
1775129819.8968,too_shallow,-76.966,-125.773,142.039,-49.35,-178.313,20.162,29.321,20.538,64.505,35.7
1775129821.464,too_shallow,-78.875,-136.456,140.018,-48.327,-179.337,21.384,25.465,22.012,64.336,36.08
1775129823.1157,too_shallow,-76.521,-134.793,139.967,-49.612,179.572,20.581,27.947,22.787,62.559,36.29
1775129824.6841,too_shallow,-75.515,-135.735,141.037,-49.613,179.402,20.693,28.364,23.565,64.718,37.31
1775129826.2644,too_shallow,-72.03,-146.67,141.888,-53.737,179.035,20.26,34.657,19.955,63.154,38.63
1775129827.8345,too_shallow,-73.551,-134.389,141.573,-51.909,179.763,20.775,27.765,20.724,62.893,40.05
1775129829.4687,too_shallow,-75.694,-131.963,141.927,-50.452,179.108,20.55,29.907,25.216,62.724,39.27
1775129831.0364,too_shallow,-71.895,-134.97,141.956,-55.977,178.641,21.802,31.757,22.3,64.416,39.49
1775129832.6048,too_shallow,-73.454,-134.696,141.48,-51.359,176.829,22.554,28.161,23.305,62.429,40.62
1775129834.1711,too_shallow,-74.755,-139.02,141.957,-50.616,174.767,23.535,25.907,25.428,63.005,39.5
1775129835.8202,too_shallow,-75.805,-131.912,140.833,-48.274,176.753,23.153,23.929,23.079,63.16,38.32
1775129837.4003,too_shallow,-76.31,-133.294,140.445,-49.73,175.745,23.397,23.19,26.05,65.327,36.26
1775129838.9808,too_shallow,-76.276,-129.659,141.848,-46.473,177.999,23.266,24.278,25.521,65.405,34.59
1775129840.5475,too_shallow,-73.973,-127.599,142.197,-48.177,175.396,22.898,24.512,22.975,65.661,32.19
1775129847.2872,too_shallow,-76.381,155.336,151.097,-53.452,-161.808,24.607,45.399,14.292,62.184,31.64
1775129848.8633,too_shallow,-78.75,-140.944,151.717,-55.396,-168.15,23.533,38.014,15.869,60.82,41.16
1775129850.4382,too_shallow,-81.412,-133.902,151.594,-54.924,-174.244,23.07,33.652,19.411,58.015,39.96
1775129852.076,too_shallow,-81.05,-129.017,149.927,-53.754,-171.499,24.321,32.931,19.162,56.79,38.32
1775129853.6563,too_shallow,-79.733,-120.871,150.594,-53.547,-175.778,24.601,32.528,20.448,57.505,37.96
1775129855.2259,too_shallow,-79.799,-130.711,141.016,-53.106,-175.554,22.489,31.619,18.842,60.266,37.45
1775129856.7934,too_shallow,-79.905,-129.925,140.888,-52.507,-175.3,22.659,32.492,20.056,60.754,36.29
1775129858.4462,too_shallow,-77.904,-125.029,141.851,-51.778,-174.991,23.523,30.021,19.439,61.151,35.76
1775129860.0299,too_shallow,-78.155,-129.355,141.785,-51.979,-176.009,21.805,28.62,21.476,62.859,36.44
1775129861.5988,too_shallow,-77.441,-132.131,141.731,-51.109,178.189,22.544,29.969,20.853,62.449,36.92
1775129863.1787,too_shallow,-79.144,-136.432,142.352,-50.14,-177.876,22.58,28.874,19.068,62.949,38.01
1775129864.8412,too_shallow,-75.423,-128.012,143.426,-51.911,-175.567,22.923,33.909,18.831,64.836,38.12
1775129866.423,too_shallow,-76.67,-146.376,142.794,-52.726,-175.395,23.711,31.445,16.896,65.243,39.83
1775129868.0025,too_shallow,-73.207,-118.705,141.615,-52.459,-173.362,24.94,31.072,18.775,63.204,39.9
1775129869.5756,too_shallow,-78.51,-141.758,141.023,-51.129,-172.528,23.398,30.494,17.144,63.942,38.64
1775129871.2198,too_shallow,-75.999,-146.62,140.035,-51.781,-173.781,24.198,31.984,14.744,61.788,37.22
1775129872.7923,too_shallow,-75.656,-150.807,138.985,-52.726,-177.415,24.014,33.899,14.468,61.289,35.6
1775129874.3588,too_shallow,-74.337,-133.12,139.825,-51.626,-178.272,22.707,31.85,19.761,61.539,35.43
1775129875.9259,too_shallow,-73.494,-124.732,140.492,-51.647,-170.33,20.992,29.408,18.366,61.826,35.33
1775129884.9779,rest,-74.372,47.144,151.917,-15.18,-175.618,23.66,-11.546,10.289,61.22,35.1
1775129886.543,rest,-77.963,-4.299,153.213,-13.719,179.657,22.406,-11.865,12.639,61.992,10.69
1775129888.1164,rest,-77.525,-1.125,153.51,-13.633,179.422,22.304,-11.747,13.6,61.968,8.3
1775129889.7582,rest,-77.587,-12.003,152.803,-15.199,179.454,22.173,-10.376,13.94,61.129,6.88
1775129891.3275,rest,-77.681,-11.052,152.523,-15.872,179.357,22.317,-9.465,14.26,61.88,-77.681
1775129892.9906,rest,-78.448,0.916,142.049,-15.439,176.306,20.003,-10.757,13.713,62.118,-78.448
1775129894.6962,rest,-79.405,-9.538,141.852,-14.789,178.715,20.442,-11.804,13.127,62.322,-79.405
1775129896.3684,rest,-78.287,-1.541,141.787,-15.432,179.277,20.414,-9.345,13.112,61.038,-78.287
1775129898.0429,rest,-78.05,-11.418,140.462,-15.185,179.179,19.904,-11.481,12.99,61.151,8.8
1775129899.6086,rest,-78.901,-6.65,141.351,-15.015,179.376,20.364,-11.07,13.582,61.041,9.87
1775129901.258,rest,-77.853,-19.004,140.917,-15.33,177.881,21.375,-11.485,13.145,60.487,9.79
1775129902.8259,rest,-78.457,-17.186,141.237,-15.179,177.626,21.273,-12.28,13.388,60.841,9.44
1775129904.3862,rest,-78.844,-17.189,140.2,-15.418,179.261,21.123,-11.086,13.61,61.213,-78.844
1775129906.0521,rest,-78.487,-15.137,141.0,-15.595,178.353,21.316,-11.209,14.074,61.237,-78.487
1775129907.7305,rest,-78.948,-13.875,141.051,-16.207,179.128,22.582,-11.199,12.564,61.03,-78.948
1775129909.4097,rest,-78.523,-15.558,140.579,-15.823,178.0,21.66,-11.326,13.466,61.782,16.59
1775129910.9779,rest,-78.094,-15.561,140.174,-15.368,178.875,21.819,-10.208,13.73,61.887,14.99
1775129912.5972,rest,-79.681,-16.054,140.82,-15.951,178.517,21.862,-10.826,13.469,61.452,14.32
1775129914.1651,rest,-79.864,-12.783,141.744,-15.411,-179.746,22.186,-10.545,13.496,61.25,13.14
1775129919.1643,rest,-83.413,80.139,148.177,-9.596,-177.972,21.226,-9.728,11.84,63.713,12.73
1775129920.7453,rest,-80.549,-5.44,148.137,-15.146,-178.053,21.105,-9.748,12.421,62.846,11.26
1775129922.3251,rest,-79.117,-3.502,149.234,-17.979,-178.373,21.419,-10.297,11.372,62.459,10.51
1775129923.9734,rest,-79.719,-9.358,149.4,-15.315,-179.946,22.167,-10.462,12.391,62.5,11.56
1775129925.553,rest,-79.027,-8.881,148.922,-15.383,-179.427,21.602,-10.416,13.605,63.244,11.35
1775129927.1232,rest,-79.646,-7.631,143.676,-15.419,-179.454,20.678,-10.246,13.41,60.536,11.77
1775129928.6985,rest,-80.057,-16.88,144.076,-15.303,-179.587,20.681,-9.671,13.553,61.877,11.78
1775129930.3317,rest,-80.653,-15.004,142.453,-15.985,-179.426,21.508,-9.101,12.747,61.447,10.81
1775129931.9093,rest,-79.923,-9.369,142.578,-16.618,-179.894,20.979,-9.55,14.14,62.265,10.47
1775129933.4784,rest,-80.304,-20.702,142.178,-16.676,178.631,20.459,-8.025,13.304,61.542,9.86
1775129935.046,rest,-79.689,-11.139,141.415,-15.858,179.467,20.321,-9.769,13.628,62.169,9.85
1775129936.701,rest,-80.546,-21.801,140.911,-15.387,-179.669,21.753,-9.814,14.346,61.162,8.93
1775129938.2754,rest,-82.483,-23.34,141.313,-17.732,180.0,21.169,-6.435,13.235,61.225,8.46
1775129939.8552,rest,-82.035,-18.788,141.558,-17.272,177.904,21.177,-9.669,14.097,60.277,8.44
1775129941.422,rest,-80.347,-12.976,141.353,-15.554,179.154,21.862,-9.557,14.44,61.222,7.15
1775129943.0482,rest,-80.851,-17.057,141.154,-16.262,179.034,23.487,-9.318,14.851,60.914,7.14
1775129944.6139,rest,-81.198,-26.114,141.641,-16.731,178.117,21.86,-9.023,13.326,60.978,7.09
1775129946.1815,rest,-81.492,-22.277,142.429,-16.126,179.644,21.052,-9.366,14.118,61.673,7.04
1775129947.7499,rest,-81.848,-22.674,141.773,-17.533,178.134,20.737,-9.437,13.994,62.598,6.85
1775129961.7718,moving_good,-70.0,109.826,149.578,-11.928,-177.45,25.609,-4.408,7.125,62.47,7.59
1775129963.3433,moving_good,-84.832,-115.619,149.588,-71.685,-154.678,29.082,75.958,-2.147,66.461,10.37
1775129964.9201,moving_good,-70.586,-160.683,151.579,-59.207,-169.125,35.869,23.942,7.48,66.479,90.04
1775129966.4931,moving_good,-80.684,-30.263,149.277,-15.648,-178.922,36.72,7.988,10.729,74.188,66.33
1775129968.1461,moving_good,-75.25,-151.182,149.406,-88.436,-100.587,38.783,83.548,37.794,71.153,31.03
1775129969.7209,moving_good,-77.974,-131.555,140.814,-39.84,-174.586,43.905,-1.939,11.001,71.399,91.78
1775129971.2955,moving_good,-81.085,-35.348,140.612,-43.61,-173.338,45.931,49.19,13.932,75.18,17.91
1775129972.8678,moving_good,-55.94,-161.131,138.999,-86.902,-121.95,42.891,54.578,8.176,77.658,53.71
1775129974.4881,moving_good,-81.751,-63.478,138.914,-23.006,-175.727,50.051,-8.138,11.78,70.626,56.95
1775129976.0528,moving_good,-83.065,-74.532,139.437,-63.815,-178.431,53.025,62.822,31.527,79.576,14.18
1775129977.6175,moving_good,-60.738,-157.412,141.105,-70.058,172.468,52.384,26.989,13.353,82.976,65.27
1775129979.1912,moving_good,-79.848,-39.715,140.255,-23.411,-177.277,52.732,25.31,12.837,85.93,43.33
1775129980.8412,moving_good,-58.262,-153.703,140.344,-88.161,89.061,54.897,49.82,25.021,80.372,43.06
1775129982.4103,moving_good,-80.216,-80.942,140.184,-19.681,-178.945,49.185,5.428,11.201,86.365,47.23
1775129983.9869,moving_good,-73.735,-131.94,140.874,-86.871,114.664,46.518,76.678,44.225,79.229,21.39
1775129985.5539,moving_good,-75.431,-105.404,140.608,-37.788,-175.623,46.847,-1.7,11.181,82.97,78.52
1775129987.1411,moving_good,-77.363,-44.148,142.231,-51.023,179.665,49.267,59.34,23.836,79.158,14.08
1775129988.7157,moving_good,-54.639,-156.781,140.837,-86.329,-178.167,49.058,46.195,27.732,78.137,60.88
1775129990.2908,moving_good,-80.103,-92.106,141.887,-19.926,177.793,53.056,-5.072,12.365,74.702,54.08
1775129995.7755,moving_good,-83.206,128.548,145.979,-18.857,-173.092,56.247,22.257,9.992,86.535,12.65
1775129997.3468,moving_good,-64.172,-154.985,147.473,-87.089,-90.288,47.222,59.42,14.959,75.097,25.95
1775129998.9263,moving_good,-80.594,-82.694,144.699,-14.661,-175.735,45.205,-2.181,6.461,72.197,50.17
1775130000.5406,moving_good,-76.443,-130.153,146.714,-79.737,145.667,41.656,79.788,66.655,78.393,12.14
1775130002.1188,moving_good,-71.866,-124.609,146.779,-44.002,-177.365,45.026,-1.294,1.251,81.804,74.63
1775130003.6865,moving_good,-79.436,-38.9,142.321,-49.905,-178.066,49.474,59.924,29.855,75.94,13.24
1775130005.2547,moving_good,-55.95,-154.97,140.274,-79.757,156.673,54.846,36.167,15.676,77.365,56.92
1775130006.6667,moving_good,-77.471,-54.145,139.775,-17.497,-177.921,46.661,,,,44.45
1775130008.236,moving_good,-73.389,-135.675,139.919,-82.999,-172.889,46.02,72.138,39.618,72.33,14.39
1775130009.8043,moving_good,-74.224,-124.906,140.668,-45.986,-172.191,44.513,5.334,7.423,77.076,67.19
1775130011.3782,moving_good,-83.725,-49.33,140.406,-24.98,-175.882,37.662,16.274,9.23,72.414,16.58
1775130013.0315,moving_good,-82.376,-113.445,141.276,-41.877,-172.527,35.097,11.006,7.347,67.163,18.3
1775130014.6044,moving_good,-81.736,-48.714,143.785,-18.819,-178.509,35.729,-8.988,9.78,71.636,18.89
1775130016.1706,moving_good,-83.14,163.181,139.194,-21.321,-163.305,33.629,3.478,1.525,73.831,10.0
1775130017.7374,moving_good,-71.121,130.669,138.506,-21.089,-160.624,25.062,16.437,-0.838,70.534,7.29
1775130019.3705,moving_good,-70.498,149.174,139.462,-68.731,-130.277,24.275,58.779,-2.598,67.223,12.49
1775130020.9382,moving_good,-84.27,-22.443,139.839,-15.213,-172.818,26.296,-10.027,3.714,69.246,50.37
1775130022.5173,moving_good,-85.074,-69.067,141.319,-54.451,-173.752,30.634,56.178,13.678,71.125,14.98
1775130024.0912,moving_good,-69.427,-161.42,145.397,-65.628,-159.605,35.596,28.156,5.614,69.15,57.8
1775130025.7494,moving_good,-82.538,-50.386,145.089,-13.667,-179.856,36.027,-10.084,10.36,66.772,40.22
1775130183.2386,rest,-67.6,44.667,175.502,-11.151,-173.864,36.208,-13.797,13.094,51.157,-67.6
1775130184.7466,rest,-77.913,-15.698,155.502,-14.601,-173.789,40.177,-13.731,14.044,57.979,-77.913
1775130186.2538,rest,-77.011,-4.748,150.054,-13.007,-178.252,34.604,-12.177,14.318,56.06,-77.011
1775130187.9706,rest,-78.266,-23.199,148.679,-13.551,-179.231,30.359,-12.813,13.955,57.549,37.67
1775130189.6269,rest,-77.904,-11.584,146.648,-13.169,-178.572,29.307,-9.6,17.279,59.314,17.14
1775130191.1874,rest,-77.982,-4.321,140.658,-16.054,177.26,26.637,-11.363,13.713,61.653,-77.982
1775130192.8575,rest,-79.115,-13.598,142.043,-15.28,-179.722,21.732,-9.671,14.71,61.302,16.72
1775130194.4182,rest,-79.32,-15.642,142.155,-15.074,-179.747,20.751,-9.928,14.658,63.639,-79.32
1775130196.1435,rest,-79.188,-21.157,141.74,-15.424,179.443,22.08,-10.381,15.149,63.305,-79.188
1775130197.8056,rest,-79.318,-21.187,142.567,-15.094,179.326,21.05,-10.545,14.596,62.636,6.14
1775130199.3693,rest,-79.251,-24.638,141.483,-16.109,178.805,20.242,-10.985,14.4,62.812,6.44
1775130200.9388,rest,-79.615,-24.059,141.407,-14.737,-179.361,20.135,-10.288,14.827,62.22,-79.615
1775130202.6721,rest,-79.917,-23.115,141.533,-15.865,178.284,21.599,-10.688,14.74,61.474,-79.917
1775130204.3426,rest,-80.004,-24.112,141.277,-16.299,177.428,20.699,-10.688,15.733,62.171,-80.004
1775130206.0112,rest,-78.161,-28.153,141.337,-15.915,178.646,21.028,-10.39,15.888,61.998,8.9
1775130207.6332,rest,-77.522,-15.482,142.076,-15.373,178.876,21.238,-10.668,14.238,61.487,8.75
1775130209.2047,rest,-79.435,-23.955,142.216,-16.073,178.413,20.983,-9.431,14.848,61.499,-79.435
1775130210.868,rest,-80.441,-26.68,141.805,-16.077,178.641,19.609,-9.957,14.237,62.171,10.8
1775130212.4332,rest,-78.675,-13.772,142.05,-15.288,179.153,19.139,-10.813,14.029,61.467,7.73
1775130218.3775,moving_good,-75.685,35.327,146.49,-21.99,-175.37,19.287,19.14,10.715,69.464,7.73
1775130219.9418,moving_good,-75.979,-150.633,148.283,-81.334,-75.387,19.364,75.871,-10.952,65.3,26.63
1775130221.5182,moving_good,-77.358,-118.175,146.285,-29.869,-174.774,32.462,-9.857,8.181,67.328,78.33
1775130223.0847,moving_good,-81.061,-56.459,147.628,-54.765,-178.056,36.225,56.676,6.27,72.273,18.52
1775130224.7172,moving_good,-56.607,-160.126,146.786,-83.523,-16.724,38.164,74.899,4.718,69.901,55.77
1775130226.2952,moving_good,-74.84,-118.598,141.563,-54.125,-178.849,41.763,22.325,10.2,59.856,79.29
1775130227.8727,moving_good,-78.818,-77.253,137.378,-16.983,178.302,42.87,2.484,9.842,68.805,34.03
1775130229.4446,moving_good,-77.767,-115.273,140.396,-76.427,170.879,33.428,74.277,29.072,69.88,17.42
1775130231.0923,moving_good,-66.773,-150.006,142.014,-68.229,175.721,37.936,24.31,6.724,66.802,80.69
1775130232.6568,moving_good,-80.115,-56.197,141.176,-19.51,178.789,36.482,9.407,11.528,75.406,38.71
1775130234.2204,moving_good,-75.068,-125.118,141.549,-81.551,174.037,34.319,75.846,15.629,78.954,23.86
1775130235.7936,moving_good,-71.312,-133.976,146.789,-59.999,177.109,39.081,16.458,6.179,73.74,86.17
1775130237.438,moving_good,-80.266,-73.524,143.927,-22.384,179.931,36.841,13.854,15.448,77.536,37.88
1775130239.0027,moving_good,-72.916,-127.006,136.55,-83.999,156.712,29.976,69.733,28.595,74.398,29.24
1775130240.5682,moving_good,-74.855,-121.22,137.934,-45.006,-176.365,37.389,5.293,9.845,67.575,73.99
1775130242.1384,moving_good,-79.718,-66.251,139.03,-32.983,-179.924,39.095,29.103,11.154,72.473,22.73
1775130243.7904,moving_good,-68.945,-136.542,137.185,-85.437,136.148,33.529,70.47,28.512,70.653,31.42
1775130245.3563,moving_good,-73.991,-125.127,139.334,-44.038,-177.026,39.251,3.197,13.607,67.692,75.37
1775130246.933,moving_good,-79.368,-51.422,145.088,-30.698,-177.51,40.934,27.121,20.581,82.08,20.7
1775130253.9754,moving_good,-79.886,160.617,150.338,-10.293,-177.184,36.725,-0.334,6.461,86.187,27.56
1775130255.5429,moving_good,-77.989,-128.323,150.591,-79.5,-151.319,36.488,83.523,-6.673,79.138,19.37
1775130257.1106,moving_good,-74.206,-134.571,150.458,-46.896,-171.67,45.047,5.961,10.717,77.992,85.84
1775130258.6792,moving_good,-78.666,-41.233,150.915,-39.268,-174.401,43.456,41.412,12.501,83.565,16.73
1775130260.335,moving_good,-59.981,-155.626,149.611,-76.232,-147.735,48.136,40.288,17.828,66.268,41.64
1775130261.9009,moving_good,-78.649,-90.286,143.475,-21.095,-178.471,48.712,-6.49,5.726,63.89,43.85
1775130263.4674,moving_good,-80.676,-90.0,142.023,-58.796,-175.815,48.393,54.737,7.108,69.547,16.47
1775130265.0391,moving_good,-58.643,-162.482,140.758,-81.679,-109.626,43.733,43.62,4.437,71.484,61.0
1775130266.6965,moving_good,-79.502,-87.683,139.421,-18.861,-178.034,44.262,-8.579,7.603,61.911,57.56
1775130268.2632,moving_good,-80.746,-99.983,140.297,-54.579,-170.293,40.735,54.903,13.51,71.286,14.91
1775130269.8303,moving_good,-58.17,-158.99,141.802,-85.731,-162.051,39.419,56.057,21.458,68.327,60.19
1775130271.4025,moving_good,-76.37,-102.68,142.733,-43.287,-172.904,41.678,7.219,6.257,63.606,65.8
1775130273.0575,moving_good,-82.133,-46.008,142.689,-20.949,-177.669,36.695,8.808,7.086,71.199,22.07
1775130274.6228,moving_good,-77.364,-131.316,142.543,-65.456,-159.853,30.304,52.839,6.559,71.868,21.34
1775130276.1903,moving_good,-76.1,-127.018,142.23,-47.216,-172.08,31.259,8.663,6.501,69.295,51.02
1775130277.7673,moving_good,-81.465,-50.267,142.23,-25.155,-176.942,31.316,19.841,3.327,76.217,22.75
1775130279.426,moving_good,-71.358,-148.474,138.995,-83.816,-105.566,26.758,73.207,18.955,73.62,25.09
1775130280.9946,moving_good,-79.258,-90.687,137.766,-35.633,-170.497,35.751,-2.022,5.285,71.075,71.57
1775130282.56,moving_good,-79.188,-59.212,138.873,-42.768,-176.59,42.98,42.329,9.306,76.128,19.2
1775130312.8718,moving_good,-78.792,45.199,145.306,-12.733,-171.538,42.159,-2.958,8.712,76.571,43.88
1775130314.4543,moving_good,-82.214,-119.539,144.142,-66.809,-154.564,41.879,67.344,-7.28,76.16,21.96
1775130316.0189,moving_good,-60.842,-165.529,147.613,-68.86,-126.492,48.426,38.722,1.676,75.961,76.53
1775130317.6443,moving_good,-84.156,-52.77,147.988,-23.407,-176.769,48.215,-10.3,3.766,74.921,58.59
1775130319.2119,moving_good,-82.368,-49.921,147.449,-44.806,-167.244,44.763,43.675,3.827,75.935,13.09
1775130320.779,moving_good,-62.148,-160.079,140.375,-80.633,-63.228,40.298,68.006,-3.98,71.688,45.82
1775130322.3452,moving_good,-76.097,-124.043,139.419,-44.892,-169.972,44.219,9.781,2.927,68.097,80.63
1775130323.9734,moving_good,-84.605,-41.102,138.083,-15.455,-177.5,36.171,0.923,2.103,73.083,27.72
1775130325.5388,moving_good,-79.466,-130.937,138.885,-68.448,-151.078,29.549,67.324,-5.252,72.952,19.72
1775130327.1151,moving_good,-59.889,-160.868,139.96,-74.726,-147.381,31.377,41.999,6.11,64.509,74.85
1775130328.6884,moving_good,-82.531,-88.815,140.314,-33.472,-172.528,37.205,-2.966,1.507,70.212,59.95
1775130330.3434,moving_good,-82.007,-50.117,142.133,-33.125,-174.241,35.346,30.723,5.002,74.648,16.78
1775130331.9104,moving_good,-66.609,-149.995,142.606,-89.391,42.184,35.383,64.825,22.128,70.154,29.8
1775130333.4764,moving_good,-74.134,-125.543,142.457,-45.764,-172.37,40.333,8.433,9.568,66.376,70.7
1775130335.0426,moving_good,-82.941,-53.535,141.608,-23.29,-178.457,37.596,13.535,4.417,73.256,24.93
1775130336.6855,moving_good,-75.286,-132.368,142.198,-77.004,175.191,33.113,68.676,38.973,70.626,24.5
1775130338.2627,moving_good,-71.246,-131.127,143.16,-53.091,176.318,35.715,12.375,12.328,66.938,71.24
1775130339.832,moving_good,-82.302,-70.851,142.774,-16.878,-179.196,35.488,8.89,11.231,75.869,30.12
1775130341.3969,moving_good,-76.992,-119.076,138.09,-79.449,-124.838,29.447,64.439,2.774,71.939,23.06
1775130351.0241,peak_good,-80.732,137.618,151.697,-58.125,-128.987,33.125,59.348,-11.615,66.39,62.14
1775130352.59,peak_good,-57.553,-153.512,151.018,-81.227,-106.533,32.11,72.685,9.709,63.741,66.81
1775130354.1567,peak_good,-59.024,-153.63,149.848,-81.115,-105.263,24.973,73.132,6.609,60.914,79.35
1775130355.8062,peak_good,-58.844,-156.561,149.956,-82.22,-107.329,27.243,72.096,23.795,53.477,80.86
1775130357.3849,peak_good,-57.902,-152.592,154.343,-86.263,-99.567,26.581,71.956,26.827,58.897,83.03
1775130358.9519,peak_good,-57.51,-148.682,140.287,-85.905,-108.435,20.305,72.649,21.229,59.917,83.27
1775130360.5261,peak_good,-58.171,-151.224,139.939,-82.36,-113.336,20.556,70.87,22.888,60.398,82.29
1775130362.162,peak_good,-59.918,-151.032,139.51,-84.963,-129.256,21.455,70.978,21.668,61.466,80.96
1775130363.7348,peak_good,-58.836,-149.136,140.019,-86.261,-126.347,20.014,71.372,25.414,62.053,80.61
1775130365.3017,peak_good,-59.693,-148.406,139.902,-87.108,-147.465,20.516,69.349,26.171,61.876,79.54
1775130366.8676,peak_good,-60.393,-146.906,139.732,-86.484,-140.742,20.779,70.321,27.443,61.262,78.39
1775130368.5192,peak_good,-59.673,-150.851,141.274,-86.338,-141.093,22.934,67.75,29.908,60.427,79.67
1775130370.0964,peak_good,-61.332,-147.809,141.214,-85.299,-164.701,21.96,67.557,32.163,60.813,79.21
1775130371.6673,peak_good,-60.957,-146.527,140.634,-85.187,-166.693,21.814,65.75,33.311,60.609,77.62
1775130373.2392,peak_good,-61.056,-144.029,140.482,-84.703,-141.459,22.311,68.169,30.719,60.833,77.39
